capitalized,word_shape,contains_digit,prefixes,suffixes,POS,prev_word,prev_POS,next_word,next_POS,dep_tag,head_text,is_chunk,in_league,in_club,in_home,in_player,in_coach,in_nation,in_continent,token,NER
1,Xxxxxx,0,"['E', 'Eu', 'Eur', 'Euro']","['e', 'pe', 'ope', 'rope']",PROPN,across,ADP,&,CCONJ,pobj,across,B,0,0,0,0,0,0,1,Europe,B-Continent
0,&,0,[],[],CCONJ,Europe,PROPN,Saudi,PROPN,cc,Europe,I,0,1,0,0,0,0,0,&,O
1,Xxxxx,0,"['S', 'Sa', 'Sau', 'Saud']","['i', 'di', 'udi', 'audi']",PROPN,&,CCONJ,Arabia,PROPN,compound,Arabia,B,0,0,0,0,0,1,0,Saudi,B-Nation
1,Xxxxxx,0,"['A', 'Ar', 'Ara', 'Arab']","['a', 'ia', 'bia', 'abia']",PROPN,Saudi,PROPN,as,SCONJ,conj,Europe,I,0,0,0,0,0,1,0,Arabia,I-Nation
0,xx,0,['a'],['s'],SCONJ,Arabia,PROPN,Tottenham,PROPN,mark,consider,O,0,0,0,0,0,0,0,as,O
1,Xxxxxxxxx,0,"['T', 'To', 'Tot', 'Tott']","['m', 'am', 'ham', 'nham']",PROPN,as,SCONJ,consider,VERB,nsubj,consider,B,0,1,1,0,0,0,0,Tottenham,B-Club
0,xxxxxxxx,0,"['c', 'co', 'con', 'cons']","['r', 'er', 'der', 'ider']",VERB,Tottenham,PROPN,sale,NOUN,advcl,wanted,O,0,0,0,0,0,0,0,consider,O
0,xxxx,0,"['s', 'sa', 'sal']","['e', 'le', 'ale']",NOUN,consider,VERB,,,dobj,consider,O,0,0,0,0,0,0,0,sale,O
1,Xxxxxxxx,0,"['F', 'Fo', 'Foo', 'Foot']","['l', 'll', 'all', 'ball']",NOUN,,,transfer,NOUN,compound,transfer,O,0,0,0,0,0,0,0,Football,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Football,NOUN,rumours,VERB,nsubj,rumours,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxx,0,"['r', 'ru', 'rum', 'rumo']","['s', 'rs', 'urs', 'ours']",VERB,transfer,NOUN,:,PUNCT,ROOT,rumours,O,0,0,0,0,0,0,0,rumours,O
0,:,0,[],[],PUNCT,rumours,VERB,Maguire,ADJ,punct,rumours,O,0,0,0,0,0,0,0,:,O
1,Xxxxxxx,0,"['M', 'Ma', 'Mag', 'Magu']","['e', 're', 'ire', 'uire']",ADJ,:,PUNCT,sale,NOUN,amod,sale,O,0,0,0,1,0,0,0,Maguire,B-Player
0,xxxx,0,"['s', 'sa', 'sal']","['e', 'le', 'ale']",NOUN,Maguire,ADJ,stalls,NOUN,compound,stalls,O,0,0,0,0,0,0,0,sale,O
0,xxxxxx,0,"['s', 'st', 'sta', 'stal']","['s', 'ls', 'lls', 'alls']",NOUN,sale,NOUN,;,PUNCT,appos,transfer,O,0,0,0,0,0,0,0,stalls,O
0,;,0,[],[],PUNCT,stalls,NOUN,Tottenham,PROPN,punct,stalls,O,0,0,0,0,0,0,0,;,O
1,Xxxxxxxxx,0,"['T', 'To', 'Tot', 'Tott']","['m', 'am', 'ham', 'nham']",PROPN,;,PUNCT,'s,PART,poss,interest,B,0,1,1,0,0,0,0,Tottenham,B-Club
0,'x,0,"[""'""]",['s'],PART,Tottenham,PROPN,shock,NOUN,case,Tottenham,O,0,0,0,0,0,0,0,'s,O
0,xxxxx,0,"['s', 'sh', 'sho', 'shoc']","['k', 'ck', 'ock', 'hock']",NOUN,'s,PART,Arsenal,PROPN,compound,Arsenal,O,0,0,0,0,0,0,0,shock,O
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",PROPN,shock,NOUN,striker,NOUN,compound,striker,O,0,1,0,0,0,0,0,Arsenal,B-Club
0,xxxxxxx,0,"['s', 'st', 'str', 'stri']","['r', 'er', 'ker', 'iker']",NOUN,Arsenal,PROPN,interest,NOUN,compound,interest,O,0,0,0,0,0,0,0,striker,O
0,xxxxxxxx,0,"['i', 'in', 'int', 'inte']","['t', 'st', 'est', 'rest']",NOUN,striker,NOUN,,,npadvmod,rumours,O,0,0,0,0,0,0,0,interest,O
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",NOUN,,,among,ADP,ROOT,Liverpool,B,0,1,0,0,0,0,0,Liverpool,B-Club
0,xxxxx,0,"['a', 'am', 'amo', 'amon']","['g', 'ng', 'ong', 'mong']",ADP,Liverpool,NOUN,clubs,NOUN,prep,Liverpool,O,0,0,0,0,0,0,0,among,O
0,xxxxx,0,"['c', 'cl', 'clu', 'club']","['s', 'bs', 'ubs', 'lubs']",NOUN,among,ADP,interested,VERB,pobj,among,O,0,0,0,0,0,0,0,clubs,O
0,xxxxxxxxxx,0,"['i', 'in', 'int', 'inte']","['d', 'ed', 'ted', 'sted']",VERB,clubs,NOUN,in,ADP,acl,clubs,O,0,0,0,0,0,0,0,interested,O
0,xx,0,['i'],['n'],ADP,interested,VERB,Tyler,PROPN,prep,interested,O,0,0,0,0,0,0,0,in,O
1,Xxxxx,0,"['T', 'Ty', 'Tyl', 'Tyle']","['r', 'er', 'ler', 'yler']",PROPN,in,ADP,Adams,PROPN,compound,Adams,B,0,0,0,1,0,0,0,Tyler,B-Player
1,Xxxxx,0,"['A', 'Ad', 'Ada', 'Adam']","['s', 'ms', 'ams', 'dams']",PROPN,Tyler,PROPN,,,pobj,in,I,0,0,0,1,0,0,0,Adams,I-Player
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,,,announce,VERB,nsubj,announce,O,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxxxxxxx,0,"['a', 'an', 'ann', 'anno']","['e', 'ce', 'nce', 'unce']",VERB,Chelsea,PROPN,British,ADJ,ROOT,announce,O,0,0,0,0,0,0,0,announce,O
1,Xxxxxxx,0,"['B', 'Br', 'Bri', 'Brit']","['h', 'sh', 'ish', 'tish']",ADJ,announce,VERB,record,NOUN,amod,record,B,0,0,0,0,0,0,0,British,B-Nation
0,xxxxxx,0,"['r', 're', 'rec', 'reco']","['d', 'rd', 'ord', 'cord']",NOUN,British,ADJ,Moises,PROPN,compound,Caicedo,O,0,0,0,0,0,0,0,record,O
1,Xxxxxx,0,"['M', 'Mo', 'Moi', 'Mois']","['s', 'es', 'ses', 'ises']",PROPN,record,NOUN,Caicedo,PROPN,compound,Caicedo,B,0,0,0,0,0,0,0,Moises,B-Player
1,Xxxxxxx,0,"['C', 'Ca', 'Cai', 'Caic']","['o', 'do', 'edo', 'cedo']",PROPN,Moises,PROPN,transfer,NOUN,compound,transfer,I,0,0,0,1,0,0,0,Caicedo,I-Player
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Caicedo,PROPN,,,dobj,announce,O,0,0,0,0,0,0,0,transfer,O
1,Xxxxx,0,"['R', 'Ro', 'Rom', 'Rome']","['o', 'eo', 'meo', 'omeo']",PROPN,,,Lavia,PROPN,compound,Lavia,B,0,0,0,0,0,0,0,Romeo,B-Player
1,Xxxxx,0,"['L', 'La', 'Lav', 'Lavi']","['a', 'ia', 'via', 'avia']",PROPN,Romeo,PROPN,chooses,VERB,nsubj,chooses,I,0,0,0,0,0,0,0,Lavia,I-Player
0,xxxxxxx,0,"['c', 'ch', 'cho', 'choo']","['s', 'es', 'ses', 'oses']",VERB,Lavia,PROPN,next,ADJ,ROOT,chooses,O,0,0,0,0,0,0,0,chooses,O
0,xxxx,0,"['n', 'ne', 'nex']","['t', 'xt', 'ext']",ADJ,chooses,VERB,club,NOUN,amod,club,O,0,0,0,0,0,0,0,next,O
0,xxxx,0,"['c', 'cl', 'clu']","['b', 'ub', 'lub']",NOUN,next,ADJ,after,ADP,dobj,chooses,O,0,0,0,0,0,0,0,club,O
0,xxxxx,0,"['a', 'af', 'aft', 'afte']","['r', 'er', 'ter', 'fter']",ADP,club,NOUN,lengthy,ADJ,prep,chooses,O,0,0,0,0,0,0,0,after,O
0,xxxxxxx,0,"['l', 'le', 'len', 'leng']","['y', 'hy', 'thy', 'gthy']",ADJ,after,ADP,Chelsea,PROPN,amod,battle,O,0,0,0,0,0,0,0,lengthy,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,lengthy,ADJ,and,CCONJ,nmod,battle,B,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxx,0,"['a', 'an']","['d', 'nd']",CCONJ,Chelsea,PROPN,Liverpool,PROPN,cc,Chelsea,O,0,0,0,0,0,1,0,and,O
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,and,CCONJ,battle,NOUN,conj,Chelsea,B,0,1,0,0,0,0,0,Liverpool,B-Club
0,xxxxxx,0,"['b', 'ba', 'bat', 'batt']","['e', 'le', 'tle', 'ttle']",NOUN,Liverpool,PROPN,,,pobj,after,O,0,0,0,0,0,0,0,battle,O
1,Xxxx,0,"['E', 'Er', 'Eri']","['k', 'ik', 'rik']",PROPN,,,ten,NUM,nsubj,makes,B,0,0,0,1,1,0,0,Erik,B-Coach
0,xxx,0,"['t', 'te']","['n', 'en']",NUM,Erik,PROPN,Hag,PROPN,nummod,Hag,B,0,0,0,1,1,0,0,ten,I-Coach
1,Xxx,0,"['H', 'Ha']","['g', 'ag']",PROPN,ten,NUM,makes,VERB,appos,Erik,O,0,0,0,0,1,0,0,Hag,I-Coach
0,xxxxx,0,"['m', 'ma', 'mak', 'make']","['s', 'es', 'kes', 'akes']",VERB,Hag,PROPN,transfer,NOUN,ROOT,makes,O,0,0,0,0,0,0,0,makes,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,makes,VERB,plea,NOUN,compound,plea,O,0,0,0,0,0,0,0,transfer,O
0,xxxx,0,"['p', 'pl', 'ple']","['a', 'ea', 'lea']",NOUN,transfer,NOUN,to,ADP,ccomp,makes,O,0,0,0,0,0,0,0,plea,O
0,xx,0,['t'],['o'],ADP,plea,NOUN,Man,PROPN,prep,plea,O,0,0,0,0,0,0,0,to,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,to,ADP,Utd,PROPN,compound,Utd,B,0,0,0,0,0,0,0,Man,B-Club
1,Xxx,0,"['U', 'Ut']","['d', 'td']",PROPN,Man,PROPN,board,NOUN,compound,board,I,0,0,0,0,0,0,0,Utd,I-Club
0,xxxxx,0,"['b', 'bo', 'boa', 'boar']","['d', 'rd', 'ard', 'oard']",NOUN,Utd,PROPN,,,pobj,to,O,0,0,0,0,0,0,0,board,O
1,Xxxxxx,0,"['J', 'Ju', 'Jur', 'Jurg']","['n', 'en', 'gen', 'rgen']",PROPN,,,Klopp,PROPN,compound,Klopp,B,0,0,0,1,0,0,0,Jurgen,B-Coach
1,Xxxxx,0,"['K', 'Kl', 'Klo', 'Klop']","['p', 'pp', 'opp', 'lopp']",PROPN,Jurgen,PROPN,aims,VERB,nsubj,aims,I,0,0,0,0,1,0,0,Klopp,I-Coach
0,xxxx,0,"['a', 'ai', 'aim']","['s', 'ms', 'ims']",VERB,Klopp,PROPN,dig,NOUN,ROOT,aims,O,0,0,0,0,0,0,0,aims,O
0,xxx,0,"['d', 'di']","['g', 'ig']",NOUN,aims,VERB,at,ADP,dobj,aims,O,0,0,0,0,0,0,0,dig,O
0,xx,0,['a'],['t'],ADP,dig,NOUN,Chelsea,PROPN,prep,dig,O,0,0,0,0,0,0,0,at,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,at,ADP,transfer,NOUN,compound,transfer,B,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Chelsea,PROPN,policy,NOUN,compound,policy,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxx,0,"['p', 'po', 'pol', 'poli']","['y', 'cy', 'icy', 'licy']",NOUN,transfer,NOUN,over,ADP,pobj,at,O,0,0,0,0,0,0,0,policy,O
0,xxxx,0,"['o', 'ov', 'ove']","['r', 'er', 'ver']",ADP,policy,NOUN,Moises,PROPN,prep,policy,O,0,0,0,0,0,0,0,over,O
1,Xxxxxx,0,"['M', 'Mo', 'Moi', 'Mois']","['s', 'es', 'ses', 'ises']",PROPN,over,ADP,Caicedo,PROPN,compound,Caicedo,B,0,0,0,0,0,0,0,Moises,B-Player
1,Xxxxxxx,0,"['C', 'Ca', 'Cai', 'Caic']","['o', 'do', 'edo', 'cedo']",PROPN,Moises,PROPN,and,CCONJ,pobj,over,I,0,0,0,1,0,0,0,Caicedo,I-Player
0,xxx,0,"['a', 'an']","['d', 'nd']",CCONJ,Caicedo,PROPN,Romeo,PROPN,cc,Caicedo,O,0,0,0,0,0,1,0,and,O
1,Xxxxx,0,"['R', 'Ro', 'Rom', 'Rome']","['o', 'eo', 'meo', 'omeo']",PROPN,and,CCONJ,Lavia,PROPN,compound,Lavia,B,0,0,0,0,0,0,0,Romeo,B-Player
1,Xxxxx,0,"['L', 'La', 'Lav', 'Lavi']","['a', 'ia', 'via', 'avia']",PROPN,Romeo,PROPN,battles,NOUN,conj,Caicedo,I,0,0,0,0,0,0,0,Lavia,I-Player
0,xxxxxxx,0,"['b', 'ba', 'bat', 'batt']","['s', 'es', 'les', 'tles']",NOUN,Lavia,PROPN,,,dobj,aims,O,0,0,0,0,0,0,0,battles,O
1,Xxxxxxxx,0,"['B', 'Br', 'Bri', 'Brig']","['n', 'on', 'ton', 'hton']",PROPN,,,eye,NOUN,compound,eye,B,0,1,0,0,0,0,0,Brighton,B-Club
0,xxx,0,"['e', 'ey']","['e', 'ye']",NOUN,Brighton,PROPN,Lille,PROPN,compound,star,O,0,0,0,0,0,0,0,eye,O
1,Xxxxx,0,"['L', 'Li', 'Lil', 'Lill']","['e', 'le', 'lle', 'ille']",PROPN,eye,NOUN,star,NOUN,compound,star,B,0,1,0,0,0,0,0,Lille,B-Club
0,xxxx,0,"['s', 'st', 'sta']","['r', 'ar', 'tar']",NOUN,Lille,PROPN,as,ADP,ROOT,star,O,0,0,0,0,0,0,0,star,O
0,xx,0,['a'],['s'],ADP,star,NOUN,Moises,PROPN,prep,star,O,0,0,0,0,0,0,0,as,O
1,Xxxxxx,0,"['M', 'Mo', 'Moi', 'Mois']","['s', 'es', 'ses', 'ises']",PROPN,as,ADP,Caicedo,PROPN,compound,Caicedo,B,0,0,0,0,0,0,0,Moises,B-Player
1,Xxxxxxx,0,"['C', 'Ca', 'Cai', 'Caic']","['o', 'do', 'edo', 'cedo']",PROPN,Moises,PROPN,replacement,NOUN,compound,replacement,I,0,0,0,1,0,0,0,Caicedo,I-Player
0,xxxxxxxxxxx,0,"['r', 're', 'rep', 'repl']","['t', 'nt', 'ent', 'ment']",NOUN,Caicedo,PROPN,,,pobj,as,O,0,0,0,0,0,0,0,replacement,O
1,Xxxx,0,"['E', 'Er', 'Eri']","['k', 'ik', 'rik']",PROPN,,,ten,NUM,nsubj,sends,B,0,0,0,1,1,0,0,Erik,B-Coach
0,xxx,0,"['t', 'te']","['n', 'en']",NUM,Erik,PROPN,Hag,PROPN,nummod,Erik,B,0,0,0,1,1,0,0,ten,I-Coach
1,Xxx,0,"['H', 'Ha']","['g', 'ag']",PROPN,ten,NUM,sends,VERB,appos,Erik,O,0,0,0,0,1,0,0,Hag,I-Coach
0,xxxxx,0,"['s', 'se', 'sen', 'send']","['s', 'ds', 'nds', 'ends']",VERB,Hag,PROPN,warning,VERB,ROOT,sends,O,0,0,0,0,0,0,0,sends,O
0,xxxxxxx,0,"['w', 'wa', 'war', 'warn']","['g', 'ng', 'ing', 'ning']",VERB,sends,VERB,to,ADP,dobj,sends,O,0,0,0,0,0,0,0,warning,O
0,xx,0,['t'],['o'],ADP,warning,VERB,Harry,PROPN,prep,warning,O,0,0,0,0,0,0,0,to,O
1,Xxxxx,0,"['H', 'Ha', 'Har', 'Harr']","['y', 'ry', 'rry', 'arry']",PROPN,to,ADP,Maguire,PROPN,compound,Maguire,B,0,0,0,1,0,0,0,Harry,B-Player
1,Xxxxxxx,0,"['M', 'Ma', 'Mag', 'Magu']","['e', 're', 'ire', 'uire']",PROPN,Harry,PROPN,amid,ADP,pobj,to,I,0,0,0,1,0,0,0,Maguire,I-Player
0,xxxx,0,"['a', 'am', 'ami']","['d', 'id', 'mid']",ADP,Maguire,PROPN,West,PROPN,prep,sends,O,0,0,0,0,0,0,0,amid,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,amid,ADP,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,transfer,NOUN,compound,transfer,I,0,1,0,0,0,0,0,Ham,I-Club
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Ham,PROPN,talks,NOUN,compound,talks,O,0,0,0,0,0,0,0,transfer,O
0,xxxxx,0,"['t', 'ta', 'tal', 'talk']","['s', 'ks', 'lks', 'alks']",NOUN,transfer,NOUN,,,pobj,amid,O,0,0,0,0,0,0,0,talks,O
1,Xxxxxxx,0,"['E', 'Ev', 'Eve', 'Ever']","['n', 'on', 'ton', 'rton']",PROPN,,,complete,ADJ,nmod,signing,O,0,1,0,0,0,0,0,Everton,B-Club
0,xxxxxxxx,0,"['c', 'co', 'com', 'comp']","['e', 'te', 'ete', 'lete']",ADJ,Everton,PROPN,loan,NOUN,amod,signing,O,0,0,0,0,0,0,0,complete,O
0,xxxx,0,"['l', 'lo', 'loa']","['n', 'an', 'oan']",NOUN,complete,ADJ,signing,NOUN,compound,signing,O,0,0,0,0,0,0,0,loan,O
0,xxxxxxx,0,"['s', 'si', 'sig', 'sign']","['g', 'ng', 'ing', 'ning']",NOUN,loan,NOUN,of,ADP,ROOT,signing,O,0,0,0,0,0,0,0,signing,O
0,xx,0,['o'],['f'],ADP,signing,NOUN,Leeds,PROPN,prep,signing,O,0,0,0,0,0,1,0,of,O
1,Xxxxx,0,"['L', 'Le', 'Lee', 'Leed']","['s', 'ds', 'eds', 'eeds']",PROPN,of,ADP,winger,NOUN,compound,winger,B,0,1,0,0,0,0,0,Leeds,B-Club
0,xxxxxx,0,"['w', 'wi', 'win', 'wing']","['r', 'er', 'ger', 'nger']",NOUN,Leeds,PROPN,Jack,PROPN,compound,Harrison,O,0,0,0,0,0,0,0,winger,O
1,Xxxx,0,"['J', 'Ja', 'Jac']","['k', 'ck', 'ack']",PROPN,winger,NOUN,Harrison,PROPN,compound,Harrison,B,0,0,0,1,0,0,0,Jack,B-Player
1,Xxxxxxxx,0,"['H', 'Ha', 'Har', 'Harr']","['n', 'on', 'son', 'ison']",PROPN,Jack,PROPN,,,pobj,of,I,0,0,0,1,0,0,0,Harrison,I-Player
1,Xxxx,0,"['R', 'Re', 'Rea']","['l', 'al', 'eal']",ADJ,,,Madrid,PROPN,amod,Madrid,B,0,1,0,0,0,0,0,Real,B-Club
1,Xxxxxx,0,"['M', 'Ma', 'Mad', 'Madr']","['d', 'id', 'rid', 'drid']",PROPN,Real,ADJ,confirm,VERB,nsubj,confirm,I,0,1,0,0,0,0,0,Madrid,I-Club
0,xxxxxxx,0,"['c', 'co', 'con', 'conf']","['m', 'rm', 'irm', 'firm']",VERB,Madrid,PROPN,loan,NOUN,ROOT,confirm,O,0,0,0,0,0,0,0,confirm,O
0,xxxx,0,"['l', 'lo', 'loa']","['n', 'an', 'oan']",NOUN,confirm,VERB,signing,NOUN,compound,signing,O,0,0,0,0,0,0,0,loan,O
0,xxxxxxx,0,"['s', 'si', 'sig', 'sign']","['g', 'ng', 'ing', 'ning']",NOUN,loan,NOUN,of,ADP,dobj,confirm,O,0,0,0,0,0,0,0,signing,O
0,xx,0,['o'],['f'],ADP,signing,NOUN,Kepa,PROPN,prep,signing,O,0,0,0,0,0,1,0,of,O
1,Xxxx,0,"['K', 'Ke', 'Kep']","['a', 'pa', 'epa']",PROPN,of,ADP,Arrizabalaga,PROPN,compound,Arrizabalaga,B,0,0,0,1,0,0,0,Kepa,B-Player
1,Xxxxxxxxxxxx,0,"['A', 'Ar', 'Arr', 'Arri']","['a', 'ga', 'aga', 'laga']",PROPN,Kepa,PROPN,from,ADP,pobj,of,I,0,0,0,1,0,0,0,Arrizabalaga,I-Player
0,xxxx,0,"['f', 'fr', 'fro']","['m', 'om', 'rom']",ADP,Arrizabalaga,PROPN,Chelsea,PROPN,prep,signing,O,0,0,0,0,0,0,0,from,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,from,ADP,,,pobj,from,B,0,1,0,0,0,0,0,Chelsea,B-Club
1,Xxxxxxx,0,"['E', 'Ev', 'Eve', 'Ever']","['n', 'on', 'ton', 'rton']",PROPN,,,finalise,NOUN,compound,finalise,O,0,1,0,0,0,0,0,Everton,B-Club
0,xxxxxxxx,0,"['f', 'fi', 'fin', 'fina']","['e', 'se', 'ise', 'lise']",NOUN,Everton,PROPN,Jack,PROPN,compound,agreement,O,0,0,0,0,0,0,0,finalise,O
1,Xxxx,0,"['J', 'Ja', 'Jac']","['k', 'ck', 'ack']",PROPN,finalise,NOUN,Harrison,PROPN,compound,Harrison,B,0,0,0,1,0,0,0,Jack,B-Player
1,Xxxxxxxx,0,"['H', 'Ha', 'Har', 'Harr']","['n', 'on', 'son', 'ison']",PROPN,Jack,PROPN,agreement,NOUN,compound,agreement,I,0,0,0,1,0,0,0,Harrison,I-Player
0,xxxxxxxxx,0,"['a', 'ag', 'agr', 'agre']","['t', 'nt', 'ent', 'ment']",NOUN,Harrison,PROPN,after,SCONJ,ROOT,agreement,O,0,0,0,0,0,0,0,agreement,O
0,xxxxx,0,"['a', 'af', 'aft', 'afte']","['r', 'er', 'ter', 'fter']",SCONJ,agreement,NOUN,Aston,PROPN,mark,withdraw,O,0,0,0,0,0,0,0,after,O
1,Xxxxx,0,"['A', 'As', 'Ast', 'Asto']","['n', 'on', 'ton', 'ston']",PROPN,after,SCONJ,Villa,PROPN,compound,Villa,B,0,1,0,0,0,0,0,Aston,B-Club
1,Xxxxx,0,"['V', 'Vi', 'Vil', 'Vill']","['a', 'la', 'lla', 'illa']",PROPN,Aston,PROPN,withdraw,VERB,nsubj,withdraw,I,0,1,1,0,0,0,0,Villa,I-Club
0,xxxxxxxx,0,"['w', 'wi', 'wit', 'with']","['w', 'aw', 'raw', 'draw']",VERB,Villa,PROPN,interest,NOUN,advcl,agreement,O,0,0,0,0,0,0,0,withdraw,O
0,xxxxxxxx,0,"['i', 'in', 'int', 'inte']","['t', 'st', 'est', 'rest']",NOUN,withdraw,VERB,,,dobj,withdraw,O,0,0,0,0,0,0,0,interest,O
1,Xxxxxxxx,0,"['F', 'Fo', 'Foo', 'Foot']","['l', 'll', 'all', 'ball']",NOUN,,,transfer,NOUN,compound,transfer,O,0,0,0,0,0,0,0,Football,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Football,NOUN,rumours,VERB,nsubj,rumours,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxx,0,"['r', 'ru', 'rum', 'rumo']","['s', 'rs', 'urs', 'ours']",VERB,transfer,NOUN,:,PUNCT,ROOT,rumours,O,0,0,0,0,0,0,0,rumours,O
0,:,0,[],[],PUNCT,rumours,VERB,Mbappe,PROPN,punct,agrees,O,0,0,0,0,0,0,0,:,O
1,Xxxxxx,0,"['M', 'Mb', 'Mba', 'Mbap']","['e', 'pe', 'ppe', 'appe']",PROPN,:,PUNCT,agrees,VERB,nsubj,agrees,O,0,0,0,0,0,0,0,Mbappe,B-Player
0,xxxxxx,0,"['a', 'ag', 'agr', 'agre']","['s', 'es', 'ees', 'rees']",VERB,Mbappe,PROPN,new,ADJ,ccomp,consider,O,0,0,0,0,0,0,0,agrees,O
0,xxx,0,"['n', 'ne']","['w', 'ew']",ADJ,agrees,VERB,PSG,PROPN,amod,contract,O,0,0,0,0,0,0,0,new,O
1,XXX,0,"['P', 'PS']","['G', 'SG']",PROPN,new,ADJ,contract,NOUN,compound,contract,B,0,0,0,0,0,0,0,PSG,B-Club
0,xxxxxxxx,0,"['c', 'co', 'con', 'cont']","['t', 'ct', 'act', 'ract']",NOUN,PSG,PROPN,;,PUNCT,dobj,agrees,O,0,0,0,0,0,0,0,contract,O
0,;,0,[],[],PUNCT,contract,NOUN,Barcelona,PROPN,punct,consider,O,0,0,0,0,0,0,0,;,O
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,;,PUNCT,consider,VERB,nsubj,consider,B,0,1,0,0,0,0,0,Barcelona,B-Club
0,xxxxxxxx,0,"['c', 'co', 'con', 'cons']","['r', 'er', 'der', 'ider']",VERB,Barcelona,PROPN,Felix,PROPN,ccomp,rumours,O,0,0,0,0,0,0,0,consider,O
1,Xxxxx,0,"['F', 'Fe', 'Fel', 'Feli']","['x', 'ix', 'lix', 'elix']",PROPN,consider,VERB,swap,NOUN,compound,swap,B,0,0,0,1,1,0,0,Felix,B-Player
0,xxxx,0,"['s', 'sw', 'swa']","['p', 'ap', 'wap']",NOUN,Felix,PROPN,bid,NOUN,nsubj,bid,O,0,0,0,0,0,0,0,swap,O
0,xxx,0,"['b', 'bi']","['d', 'id']",NOUN,swap,NOUN,,,ccomp,consider,O,0,0,0,0,0,0,0,bid,O
1,Xxxxxx,0,"['N', 'Ne', 'Ney', 'Neym']","['r', 'ar', 'mar', 'ymar']",PROPN,,,agrees,VERB,nsubj,agrees,B,0,0,0,1,0,0,0,Neymar,B-Player
0,xxxxxx,0,"['a', 'ag', 'agr', 'agre']","['s', 'es', 'ees', 'rees']",VERB,Neymar,PROPN,personal,ADJ,ROOT,agrees,O,0,0,0,0,0,0,0,agrees,O
0,xxxxxxxx,0,"['p', 'pe', 'per', 'pers']","['l', 'al', 'nal', 'onal']",ADJ,agrees,VERB,terms,NOUN,amod,terms,O,0,0,0,0,0,0,0,personal,O
0,xxxxx,0,"['t', 'te', 'ter', 'term']","['s', 'ms', 'rms', 'erms']",NOUN,personal,ADJ,with,ADP,dobj,agrees,O,0,0,0,0,0,0,0,terms,O
0,xxxx,0,"['w', 'wi', 'wit']","['h', 'th', 'ith']",ADP,terms,NOUN,Al,PROPN,prep,terms,O,0,0,0,0,0,0,0,with,O
1,Xx,0,['A'],['l'],PROPN,with,ADP,Hilal,PROPN,compound,Hilal,B,0,0,0,0,0,0,0,Al,B-Club
1,Xxxxx,0,"['H', 'Hi', 'Hil', 'Hila']","['l', 'al', 'lal', 'ilal']",PROPN,Al,PROPN,,,pobj,with,I,0,0,0,0,0,0,0,Hilal,I-Club
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,,,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,confirm,VERB,nsubj,confirm,I,0,1,0,0,0,0,0,Ham,I-Club
0,xxxxxxx,0,"['c', 'co', 'con', 'conf']","['m', 'rm', 'irm', 'firm']",VERB,Ham,PROPN,signing,NOUN,ROOT,confirm,O,0,0,0,0,0,0,0,confirm,O
